wave	package	action	path
W0a	P0.2	new	ios/RedPen/Shared/Hooks/ShareHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/GroupHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/BillingHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/GlanceHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/ConfigHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/TelemetryHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/TrustHooks.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/RootExtras.swift
W0a	P0.2	new	ios/RedPen/Shared/Hooks/DeepLinkSheets.swift
W0a	P0.2	new	ios/RedPen/Shared/DeepLink.swift
W0a	P0.2	new	ios/RedPen/Shared/AppRouter.swift
W0a	P0.2	new	ios/RedPen/Shared/OwnerGate.swift
W0a	P0.2	new	ios/RedPen/Shared/RemoteConfig.swift
W0a	P0.2	new	ios/RedPen/Shared/RemoteConfigStore.swift
W0a	P0.2	new	ios/RedPen/Shared/ConfigBanner.swift
W0a	P0.2	new	ios/RedPen/Shared/CloudGate.swift
W0a	P0.2	new	ios/RedPen/Shared/LegalLinks.swift
W0a	P0.2	new	ios/RedPen/Shared/VignetteHeaders.swift
W0a	P0.2	new	ios/RedPen/Shared/ReportStore.swift
W0a	P0.2	new	ios/RedPen/Shared/Billing/InviteCenter.swift
W0a	P0.2	new	ios/RedPen/Models/ShareModels.swift
W0a	P0.2	new	ios/RedPen/Models/ShareOrigin.swift
W0a	P0.2	new	ios/RedPen/Persistence/ShareCenter.swift
W0a	P0.2	new	ios/RedPen/Persistence/GroupCenter.swift
W0a	P0.2	new	ios/RedPen/Persistence/StoreSubjectQuiz.swift
W0a	P0.2	new	ios/RedPen/Features/Support/EducationNotice.swift
W0a	P0.2	new	ios/RedPen/Features/Support/TrustRootSheets.swift
W0a	P0.2	new	ios/RedPen/Features/Share/ShareLinkSheets.swift
W0a	P0.2	new	ios/RedPen/Features/Groups/GroupLinkSheets.swift
W0a	P0.2	new	ios/RedPen/Features/Groups/GroupsView.swift
W0a	P0.2	new	ios/RedPen/Features/Account/InviteLinkSheets.swift
W0a	P0.2	new	ios/RedPen/Features/Library/LibraryNotices.swift
W0a	P0.2	new	ios/RedPen/Tests/DeepLinkTests.swift
W0a	P0.2	new	ios/RedPen/Tests/RemoteConfigTests.swift
W0a	P0.2	new	ios/RedPen/Tests/Suites/deeplink.suite
W0a	P0.2	new	ios/RedPen/Tests/Suites/remoteconfig.suite
W0a	P0.2	edit	ios/RedPen/RedPenApp.swift
W0a	P0.2	edit	ios/RedPen/Shared/AuthAPI.swift
W0a	P0.2	edit	ios/RedPen/Shared/SyncAPI.swift
W0a	P0.2	edit	ios/RedPen/Models/Account.swift
W0a	P0.2	edit	ios/RedPen/Models/StudySet.swift
W0a	P0.2	edit	ios/RedPen/Persistence/AccountStore.swift
W0a	P0.2	edit	ios/RedPen/Shared/SubscriptionStore.swift
W0a	P0.2	edit	ios/RedPen/Shared/CloudJobCollector.swift
W0a	P0.2	edit	ios/RedPen/Shared/LLM/HostedLLMClient.swift
W0a	P0.2	edit	ios/RedPen/Shared/CloudTranscriber.swift
W0a	P0.2	edit	ios/RedPen/Shared/Voice/CloudVoice.swift
W0a	P0.2	edit	ios/RedPen/Shared/LLM/CloudJobs.swift
W0a	P0.2	edit	ios/RedPen/Shared/Coverage/CoverageCloudCheck.swift
W0a	P0.2	edit	ios/RedPen/Features/Library/LibraryView.swift
W0a	P0.2	edit	ios/RedPen/Features/Anki/DueTodayView.swift
W0a	P0.2	edit	ios/RedPen/Features/Paywall/PaywallView.swift
W0a	P0.2	edit	ios/RedPen/Features/Auth/SignInView.swift
W0a	P0.3	new	ios/RedPen/Tests/Suites/quality.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/learning.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/transcriber.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/cloudtranscript.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/ingest.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/narrate.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/figures.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/docx.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/coverage.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/schedule.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/slides.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/account.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/sync.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/sources.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/osce.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/llm.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/reading.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/deck.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/occlusion.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/phrases.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/modeconversion.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/answers.suite
W0a	P0.3	new	ios/RedPen/Tests/Suites/differential.suite
W0a	P0.3	new	ios/previews/README.md
W0a	P0.3	new	.github/workflows/tools-tests.yml
W0a	P0.3	new	tools/make_swiftpm.py
W0a	P0.3	new	tools/tests/test_make_swiftpm.py
W0a	P0.3	edit	.github/workflows/swift-tests.yml
W0a	P0.3	edit	.github/workflows/ios-preview.yml
W0a	P0.3	edit	.github/workflows/app-build.yml
W0b	P0.4	new	ios/RedPen/Shared/Hooks/StudyItemRef.swift
W0b	P0.4	new	ios/RedPen/Features/Support/ReportErrorSheet.swift
W0b	P0.4	new	ios/RedPen/Features/Share/ModerationReportSheet.swift
W0b	P0.4	new	ios/RedPen/Features/Assist/AssistSlot.swift
W0b	P0.4	new	ios/RedPen/Features/Auth/SocialAccountSection.swift
W0b	P0.4	new	ios/RedPen/Features/Auth/BillingAccountSection.swift
W0b	P0.4	new	ios/RedPen/Features/Auth/TrustAccountSection.swift
W0b	P0.4	new	ios/RedPen/Features/Owner/OwnerHubView.swift
W0b	P0.4	new	ios/RedPen/Features/Owner/OwnerBillingTools.swift
W0b	P0.4	new	ios/RedPen/Features/Owner/OwnerConfigConsole.swift
W0b	P0.4	new	ios/RedPen/Features/Owner/AssistSelfTestView.swift
W0b	P0.4	new	ios/RedPen/Features/Owner/OwnerInsightsView.swift
W0b	P0.4	new	ios/RedPen/Features/Owner/ReportsReviewView.swift
W0b	P0.4	new	ios/RedPen/Features/Support/AboutLegalPage.swift
W0b	P0.4	new	ios/RedPen/Features/Support/PrivacyChoicesRow.swift
W0b	P0.4	new	ios/RedPen/Features/Support/AppLanguageRow.swift
W0b	P0.4	new	ios/RedPen/Features/Support/CloudAIRow.swift
W0b	P0.4	new	ios/RedPen/Features/Support/CloudAllowanceSection.swift
W0b	P0.4	new	ios/RedPen/Features/Share/SharePreviews.swift
W0b	P0.4	new	ios/RedPen/Features/Groups/GroupPreviews.swift
W0b	P0.4	new	ios/RedPen/Features/Paywall/BillingPreviews.swift
W0b	P0.4	new	ios/RedPen/Features/Support/ConfigPreviews.swift
W0b	P0.4	new	ios/RedPen/Features/Assist/AssistPreviews.swift
W0b	P0.4	new	ios/RedPen/Features/Support/TelemetryPreviews.swift
W0b	P0.4	new	ios/RedPen/Features/Support/TrustPreviews.swift
W0b	P0.4	new	ios/RedPen/Shared/Glance/GlancePreviews.swift
W0b	P0.4	new	ios/RedPen/Tests/StudyItemRefTests.swift
W0b	P0.4	new	ios/RedPen/Tests/Suites/studyitem.suite
W0b	P0.4	edit	ios/RedPen/Shared/Theme.swift
W0b	P0.4	edit	ios/RedPen/Features/MCQ/MCQQuizView.swift
W0b	P0.4	edit	ios/RedPen/Features/MCQ/MCQSummaryView.swift
W0b	P0.4	edit	ios/RedPen/Features/Anki/AnkiReviewView.swift
W0b	P0.4	edit	ios/RedPen/Features/Anki/AnkiCardFace.swift
W0b	P0.4	edit	ios/RedPen/Features/Anki/DueTodayView.swift
W0b	P0.4	edit	ios/RedPen/Features/QA/QACardsView.swift
W0b	P0.4	edit	ios/RedPen/Features/OSCE/OsceReviewView.swift
W0b	P0.4	edit	ios/RedPen/Features/Book/BookReaderView.swift
W0b	P0.4	edit	ios/RedPen/Features/Narrate/NarrateReviewView.swift
W0b	P0.4	edit	ios/RedPen/Features/Cases/CaseChatView.swift
W0b	P0.4	edit	ios/RedPen/Features/Reasoning/ClueCaseView.swift
W0b	P0.4	edit	ios/RedPen/Features/Voice/CommuteModeView.swift
W0b	P0.4	edit	ios/RedPen/Features/Voice/SpokenStationView.swift
W0b	P0.4	edit	ios/RedPen/Features/Notes/IdeasView.swift
W0b	P0.4	edit	ios/RedPen/Features/Analytics/AnalyticsView.swift
W0b	P0.4	edit	ios/RedPen/Features/Support/AccuracyCheckSheet.swift
W0b	P0.4	edit	ios/RedPen/Features/Library/NewSetView.swift
W0b	P0.4	edit	ios/RedPen/Features/Library/MCQGenerateForm.swift
W0b	P0.4	edit	ios/RedPen/Features/Library/LectureWriterSection.swift
W0b	P0.4	edit	ios/RedPen/Features/OSCE/OsceGenerateSection.swift
W0b	P0.4	edit	ios/RedPen/Features/Paywall/PaywallView.swift
W0b	P0.4	edit	ios/RedPen/Features/Account/RecordingTermsView.swift
W0b	P0.4	edit	ios/RedPen/Persistence/SyncEngine.swift
W0b	P0.4	edit	ios/RedPen/Features/Auth/AccountView.swift
W0b	P0.4	edit	ios/RedPen/Features/Support/SupportCenter.swift
W0b	P0.4	edit	ios/RedPen/Features/Support/ModelSettingsView.swift
W0b	P0.4	edit	ios/RedPen/Shared/PreviewExtras.swift
W1	P1.1	fill	server/share.js
W1	P1.1	fill	server/storage.js
W1	P1.1	fill	server/sharepage.js
W1	P1.1	fill	server/names.js
W1	P1.1	fill	server/invites.js
W1	P1.1	fill	server/moderation.js
W1	P1.1	new	server/assets/og.js
W1	P1.1	new	ios/RedPen/Shared/NameRules.swift
W1	P1.1	new	ios/RedPen/Tests/NameRulesTests.swift
W1	P1.1	new	ios/RedPen/Tests/Suites/namerules.suite
W1	P1.1	new	server/tests/share.test.mjs
W1	P1.1	new	server/tests/moderation.test.mjs
W1	P1.1	new	server/tests/sharepage.test.mjs
W1	P1.1	new	server/tests/names.test.mjs
W1	P1.1	new	server/tests/fixtures/name-rules.json
W1	P1.2	fill	server/groups.js
W1	P1.2	new	server/tests/groups.test.mjs
W1	P1.3	new	server/x509.js
W1	P1.3	new	server/apple-root.js
W1	P1.3	fill	server/appstore.js
W1	P1.3	fill	server/entitlement.js
W1	P1.3	edit	server/apple.js
W1	P1.3	new	server/tests/x509.test.mjs
W1	P1.3	new	server/tests/appstore.test.mjs
W1	P1.3	new	server/tests/billing.test.mjs
W1	P1.3	new	server/tests/fixtures/AppleRootCA-G3.cer
W1	P1.3	new	server/tests/fixtures/AppleWWDRCAG6.cer
W1	P1.3	new	server/tests/fixtures/billing-vectors.json
W1	P1.4	fill	server/referrals.js
W1	P1.4	fill	server/licences.js
W1	P1.4	fill	server/ambassadors.js
W1	P1.4	fill	server/billing-owner.js
W1	P1.4	fill	server/invitepage.js
W1	P1.4	new	server/tests/referrals.test.mjs
W1	P1.4	new	server/tests/licences.test.mjs
W1	P1.4	new	server/tests/billing-owner.test.mjs
W1	P1.5	edit	server/ai.js
W1	P1.5	edit	server/tts.js
W1	P1.5	fill	server/configadmin.js
W1	P1.5	fill	server/allowance.js
W1	P1.5	edit	server/tests/ai.test.mjs
W1	P1.5	edit	server/tests/tts.test.mjs
W1	P1.5	new	server/tests/configadmin.test.mjs
W1	P1.5	new	server/tests/allowance.test.mjs
W1	P1.6	edit	server/jobs.js
W1	P1.6	fill	server/cache.js
W1	P1.6	edit	server/tests/jobs.test.mjs
W1	P1.6	new	server/tests/cache.test.mjs
W1	P1.6	new	server/tests/fixtures/fingerprint-vectors.json
W1	P1.7	fill	server/telemetry.js
W1	P1.7	new	server/tests/telemetry.test.mjs
W1	P1.7	new	.github/workflows/crash-symbols.yml
W1	P1.7	new	.github/workflows/insights.yml
W1	P1.8	fill	server/trust.js
W1	P1.8	fill	server/legalpages.js
W1	P1.8	fill	server/legal/content.js
W1	P1.8	new	server/bench/summary.mjs
W1	P1.8	new	server/bench/publish.mjs
W1	P1.8	new	server/tests/trust.test.mjs
W1	P1.8	new	server/tests/legalpages.test.mjs
W1	P1.8	edit	server/tests/bench.test.mjs
W1	P1.8	edit	.github/workflows/accuracy-bench.yml
W1	P1.8	edit	.github/workflows/checker-bench.yml
W2	P2.1	new	ios/RedPen/Shared/StableIDs.swift
W2	P2.1	new	ios/RedPen/Shared/SharePacking.swift
W2	P2.1	new	ios/RedPen/Shared/ShareMerge.swift
W2	P2.1	new	ios/RedPen/Shared/ShareImages.swift
W2	P2.1	new	ios/RedPen/Shared/ShareAPI.swift
W2	P2.1	new	ios/RedPen/Features/Share/ShareSetSheet.swift
W2	P2.1	new	ios/RedPen/Features/Share/SharedSetPreview.swift
W2	P2.1	new	ios/RedPen/Features/Share/OpenLinkView.swift
W2	P2.1	new	ios/RedPen/Features/Share/CommunityRulesSheet.swift
W2	P2.1	new	ios/RedPen/Features/Share/BlockedPeopleView.swift
W2	P2.1	new	ios/RedPen/Features/Share/MySharedLinksView.swift
W2	P2.1	fill	ios/RedPen/Persistence/ShareCenter.swift
W2	P2.1	fill	ios/RedPen/Shared/Hooks/ShareHooks.swift
W2	P2.1	fill	ios/RedPen/Features/Share/ShareLinkSheets.swift
W2	P2.1	fill	ios/RedPen/Features/Share/ModerationReportSheet.swift
W2	P2.1	fill	ios/RedPen/Features/Share/SharePreviews.swift
W2	P2.1	fill	ios/RedPen/Features/Auth/SocialAccountSection.swift
W2	P2.1	edit	ios/RedPen/Persistence/Store.swift
W2	P2.1	edit	ios/RedPen/Features/Library/LibraryRows.swift
W2	P2.1	edit	ios/RedPen/Features/Library/LibraryView.swift
W2	P2.1	new	ios/RedPen/Tests/ShareTests.swift
W2	P2.1	new	ios/RedPen/Tests/Suites/share.suite
W2	P2.1	edit	ios/RedPen/Tests/SyncTests.swift
W2	P2.1	edit	ios/RedPen/Tests/Suites/sync.suite
W2	P2.1	new	ios/UITests/ShareUITests.swift
W2	P2.1	new	ios/previews/share.txt
W2	P2.2	new	ios/RedPen/Features/Groups/CreateGroupView.swift
W2	P2.2	new	ios/RedPen/Features/Groups/GroupDetailView.swift
W2	P2.2	new	ios/RedPen/Features/Groups/LeaderboardView.swift
W2	P2.2	new	ios/RedPen/Features/Groups/JoinGroupView.swift
W2	P2.2	new	ios/RedPen/Features/Groups/GroupNotifications.swift
W2	P2.2	new	ios/RedPen/Shared/WeeklyStats.swift
W2	P2.2	new	ios/RedPen/Shared/GroupFeedPlan.swift
W2	P2.2	new	ios/RedPen/Shared/GroupAPI.swift
W2	P2.2	fill	ios/RedPen/Persistence/GroupCenter.swift
W2	P2.2	fill	ios/RedPen/Shared/Hooks/GroupHooks.swift
W2	P2.2	fill	ios/RedPen/Features/Groups/GroupsView.swift
W2	P2.2	fill	ios/RedPen/Features/Groups/GroupLinkSheets.swift
W2	P2.2	fill	ios/RedPen/Features/Groups/GroupPreviews.swift
W2	P2.2	new	ios/RedPen/Tests/GroupTests.swift
W2	P2.2	new	ios/RedPen/Tests/Suites/groups.suite
W2	P2.2	new	ios/UITests/GroupsUITests.swift
W2	P2.2	new	ios/previews/groups.txt
W2	P2.3	new	ios/RedPen/Shared/ServerEntitlement.swift
W2	P2.3	new	ios/RedPen/Shared/BillingAPI.swift
W2	P2.3	new	ios/RedPen/Features/Paywall/PaywallMarketing.swift
W2	P2.3	new	ios/RedPen/Features/Paywall/ExamPassRow.swift
W2	P2.3	new	ios/RedPen/Features/Account/InviteFriendsView.swift
W2	P2.3	new	ios/RedPen/Features/Account/InviteCodeSheet.swift
W2	P2.3	new	ios/RedPen/Features/Account/RedeemOfferCodeButton.swift
W2	P2.3	new	ios/RedPen/Features/Owner/OwnerLicencesView.swift
W2	P2.3	new	ios/RedPen/Features/Owner/OwnerAmbassadorsView.swift
W2	P2.3	new	ios/RedPen/Features/Owner/OwnerBillingView.swift
W2	P2.3	edit	ios/RedPen/Shared/Entitlement.swift
W2	P2.3	edit	ios/RedPen/Shared/SubscriptionStore.swift
W2	P2.3	edit	ios/RedPen/Features/Paywall/PaywallView.swift
W2	P2.3	edit	ios/RedPen/Features/Auth/SignInView.swift
W2	P2.3	edit	ios/RedPen/RedPen.storekit
W2	P2.3	fill	ios/RedPen/Shared/Billing/InviteCenter.swift
W2	P2.3	fill	ios/RedPen/Shared/Hooks/BillingHooks.swift
W2	P2.3	fill	ios/RedPen/Features/Auth/BillingAccountSection.swift
W2	P2.3	fill	ios/RedPen/Features/Account/InviteLinkSheets.swift
W2	P2.3	fill	ios/RedPen/Features/Owner/OwnerBillingTools.swift
W2	P2.3	fill	ios/RedPen/Features/Paywall/BillingPreviews.swift
W2	P2.3	new	ios/RedPen/Tests/BillingTests.swift
W2	P2.3	new	ios/RedPen/Tests/Suites/billing.suite
W2	P2.3	edit	ios/RedPen/Tests/AccountTests.swift
W2	P2.3	edit	ios/RedPen/Tests/Suites/account.suite
W2	P2.3	new	ios/UITests/PaywallUITests.swift
W2	P2.3	new	ios/previews/billing.txt
W2	P2.4	new	ios/RedPen/Shared/Intents/StudySetEntity.swift
W2	P2.4	new	ios/RedPen/Shared/Intents/SubjectEntity.swift
W2	P2.4	new	ios/RedPen/Shared/Intents/SubjectMatch.swift
W2	P2.4	new	ios/RedPen/Features/Intents/QuizIntents.swift
W2	P2.4	new	ios/RedPen/Shared/Spotlight/SpotlightPlan.swift
W2	P2.4	new	ios/RedPen/Shared/Spotlight/SpotlightIndexer.swift
W2	P2.4	new	ios/RedPen/Shared/Glance/GlanceModels.swift
W2	P2.4	new	ios/RedPen/Shared/Glance/GlanceBuilder.swift
W2	P2.4	new	ios/RedPen/Shared/Glance/GlanceJournal.swift
W2	P2.4	new	ios/RedPen/Shared/Glance/GlanceStore.swift
W2	P2.4	new	ios/RedPen/Shared/Glance/ExamCountdown.swift
W2	P2.4	new	ios/RedPen/Persistence/GlancePublisher.swift
W2	P2.4	new	ios/RedPen/Features/Support/SurfacesSection.swift
W2	P2.4	fill	ios/RedPen/Persistence/StoreSubjectQuiz.swift
W2	P2.4	fill	ios/RedPen/Shared/Hooks/GlanceHooks.swift
W2	P2.4	edit	ios/RedPen/Features/Library/DeckExportIntents.swift
W2	P2.4	edit	ios/RedPen/Shared/ExamTrack.swift
W2	P2.4	edit	ios/RedPen/Features/Support/ModelSettingsView.swift
W2	P2.4	edit	ios/RedPen/Features/Library/CategoryPages.swift
W2	P2.4	new	ios/RedPen/Tests/GlanceTests.swift
W2	P2.4	new	ios/RedPen/Tests/SurfacesTests.swift
W2	P2.4	new	ios/RedPen/Tests/Suites/glance.suite
W2	P2.4	new	ios/RedPen/Tests/Suites/surfaces.suite
W2	P2.4	new	ios/UITests/DeepLinkUITests.swift
W2	P2.5	new	ios/RedPen/Shared/CloudUsage.swift
W2	P2.5	new	ios/RedPen/Shared/RemoteConfigPolicy.swift
W2	P2.5	new	ios/RedPen/Features/Support/CloudUsageView.swift
W2	P2.5	edit	ios/RedPen/Shared/RemoteConfigStore.swift
W2	P2.5	fill	ios/RedPen/Shared/ConfigBanner.swift
W2	P2.5	fill	ios/RedPen/Shared/Hooks/ConfigHooks.swift
W2	P2.5	fill	ios/RedPen/Features/Support/CloudAllowanceSection.swift
W2	P2.5	fill	ios/RedPen/Features/Owner/OwnerConfigConsole.swift
W2	P2.5	fill	ios/RedPen/Features/Support/ConfigPreviews.swift
W2	P2.5	new	ios/RedPen/Tests/RemoteConfigPolicyTests.swift
W2	P2.5	new	ios/RedPen/Tests/Suites/configpolicy.suite
W2	P2.5	new	ios/previews/config.txt
W2	P2.6	new	ios/RedPen/Shared/LLM/Assist.swift
W2	P2.6	new	ios/RedPen/Shared/LLM/OnDeviceAssist.swift
W2	P2.6	new	ios/RedPen/Shared/LLM/AssistRouter.swift
W2	P2.6	new	ios/RedPen/Shared/LLM/AssistCache.swift
W2	P2.6	new	ios/RedPen/Features/Assist/AssistBar.swift
W2	P2.6	fill	ios/RedPen/Features/Assist/AssistSlot.swift
W2	P2.6	fill	ios/RedPen/Features/Assist/AssistPreviews.swift
W2	P2.6	fill	ios/RedPen/Features/Owner/AssistSelfTestView.swift
W2	P2.6	edit	ios/RedPen/Shared/LLM/HostedLLMClient.swift
W2	P2.6	new	ios/RedPen/Tests/AssistTests.swift
W2	P2.6	new	ios/RedPen/Tests/Suites/assist.suite
W2	P2.6	new	ios/UITests/AssistUITests.swift
W2	P2.6	new	ios/previews/assist.txt
W2	P2.7	new	ios/RedPen/Shared/LLM/LectureFingerprint.swift
W2	P2.7	new	ios/RedPen/Shared/LLM/CloudJobSpec.swift
W2	P2.7	new	ios/RedPen/Features/Library/CachedSetOffer.swift
W2	P2.7	edit	ios/RedPen/Shared/LLM/CloudJobs.swift
W2	P2.7	edit	ios/RedPen/Features/Library/MCQGenerateForm.swift
W2	P2.7	edit	ios/RedPen/Features/Library/LectureWriterSection.swift
W2	P2.7	edit	ios/RedPen/Features/OSCE/OsceGenerateSection.swift
W2	P2.7	new	ios/RedPen/Tests/FingerprintTests.swift
W2	P2.7	new	ios/RedPen/Tests/Suites/fingerprint.suite
W2	P2.8	new	ios/RedPen/Shared/Telemetry/UsageEvent.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/UsageLedger.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/TelemetryConsent.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/DiagnosticReport.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/CallStackTree.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/BuildFlavour.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/MetricKitBridge.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/DiagnosticsOutbox.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/TelemetryAPI.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/Perf.swift
W2	P2.8	new	ios/RedPen/Shared/Telemetry/Telemetry.swift
W2	P2.8	new	ios/RedPen/Features/Support/PrivacyChoicesView.swift
W2	P2.8	new	ios/RedPen/Features/Support/TelemetryAskCard.swift
W2	P2.8	fill	ios/RedPen/Shared/Hooks/TelemetryHooks.swift
W2	P2.8	fill	ios/RedPen/Features/Support/PrivacyChoicesRow.swift
W2	P2.8	fill	ios/RedPen/Features/Library/LibraryNotices.swift
W2	P2.8	fill	ios/RedPen/Features/Owner/OwnerInsightsView.swift
W2	P2.8	fill	ios/RedPen/Features/Support/TelemetryPreviews.swift
W2	P2.8	edit	ios/RedPen/Persistence/SyncEngine.swift
W2	P2.8	edit	ios/RedPen/Shared/SourceIngest.swift
W2	P2.8	edit	ios/RedPen/Shared/MCQGenerator.swift
W2	P2.8	edit	ios/RedPen/Features/Notes/ForceLayout3D.swift
W2	P2.8	new	ios/RedPen/Tests/TelemetryTests.swift
W2	P2.8	new	ios/RedPen/Tests/Suites/telemetry.suite
W2	P2.8	new	ios/UITests/PrivacyChoicesUITests.swift
W2	P2.8	new	ios/UITests/PerfUITests.swift
W2	P2.8	new	.github/workflows/perf.yml
W2	P2.8	new	ios/previews/telemetry.txt
W2	P2.9	new	ios/RedPen/Shared/LegalTerms.swift
W2	P2.9	new	ios/RedPen/Shared/ErrorReport.swift
W2	P2.9	new	ios/RedPen/Shared/ReportOutbox.swift
W2	P2.9	new	ios/RedPen/Shared/ReportsAPI.swift
W2	P2.9	new	ios/RedPen/Shared/ServerMessages.swift
W2	P2.9	new	ios/RedPen/Features/Account/CloudAIConsentView.swift
W2	P2.9	new	ios/RedPen/Features/Support/MyReportsView.swift
W2	P2.9	fill	ios/RedPen/Shared/ReportStore.swift
W2	P2.9	fill	ios/RedPen/Shared/CloudGate.swift
W2	P2.9	fill	ios/RedPen/Shared/Hooks/TrustHooks.swift
W2	P2.9	fill	ios/RedPen/Features/Support/ReportErrorSheet.swift
W2	P2.9	fill	ios/RedPen/Features/Support/AboutLegalPage.swift
W2	P2.9	fill	ios/RedPen/Features/Support/CloudAIRow.swift
W2	P2.9	fill	ios/RedPen/Features/Support/TrustRootSheets.swift
W2	P2.9	fill	ios/RedPen/Features/Support/TrustPreviews.swift
W2	P2.9	fill	ios/RedPen/Features/Owner/ReportsReviewView.swift
W2	P2.9	fill	ios/RedPen/Features/Auth/TrustAccountSection.swift
W2	P2.9	edit	ios/RedPen/Features/Account/RecordingTermsView.swift
W2	P2.9	new	ios/RedPen/Tests/TrustTests.swift
W2	P2.9	new	ios/RedPen/Tests/Suites/trust.suite
W2	P2.9	new	ios/UITests/TrustUITests.swift
W2	P2.9	new	ios/previews/trust.txt
W3	P3.1	new	ios/RedPenWidgets/RedPenWidgetsBundle.swift
W3	P3.1	new	ios/RedPenWidgets/DueCardWidget.swift
W3	P3.1	new	ios/RedPenWidgets/ExamCountdownWidget.swift
W3	P3.1	new	ios/RedPenWidgets/TodayWidget.swift
W3	P3.1	new	ios/RedPenWidgets/ReviewControl.swift
W3	P3.1	new	ios/RedPenWidgets/ExamDayLiveActivity.swift
W3	P3.1	new	ios/RedPenWidgets/Info.plist
